Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jesse Arnelle,,,NBA,,31,,13.2,1.7,5.3,.317,,,,,,,,1.4,2.2,.623,5.5,0.6,1.9,4.7
Jay Arnette,,,NBA,,114,,10.3,1.4,3.9,.365,,,,,,,,0.9,1.1,.760,1.0,1.2,2.0,3.7
Bob Arnzen,,,TOT,,111,,8.6,1.7,3.7,.465,0.0,0.1,.200,1.7,3.7,.468,.466,0.5,0.7,.800,0.6,0.6,2.0,0.3,0.2,0.1,0.3,0.8,4.0
Carlos Arroyo,,,NBA,,569,191,18.7,2.5,5.7,.438,0.2,0.7,.338,2.3,5.0,.452,.459,1.4,1.7,.806,0.4,1.3,1.7,3.1,0.5,0.0,1.2,1.5,6.6
Darrell Arthur,,,NBA,,503,106,17.8,2.7,6.2,.444,0.3,0.9,.352,2.4,5.3,.460,.470,0.7,0.9,.765,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5
John Arthurs,,,NBA,,11,,7.8,1.1,3.2,.343,,,,,,,,1.0,1.4,.733,1.3,1.5,1.4,3.2
Jamel Artis,,,NBA,,15,1,18.6,2.1,5.3,.392,0.5,1.9,.276,1.5,3.3,.460,.443,0.5,0.8,.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1
Omer Asik,,,NBA,,471,262,19.6,2.0,3.8,.528,0.0,0.0,.000,2.0,3.8,.528,.528,1.2,2.3,.551,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2.0,5.3
Vincent Askew,,,NBA,,467,27,20.0,2.6,5.4,.479,0.2,0.5,.300,2.4,4.9,.499,.494,1.7,2.3,.754,0.9,1.7,2.5,2.2,0.7,0.2,1.1,2.1,7.1
Keith Askins,,,NBA,,486,80,16.4,1.4,3.5,.401,0.6,1.6,.355,0.8,1.9,.440,.483,0.5,0.6,.717,1.1,1.9,2.9,0.8,0.6,0.3,0.7,2.3,3.8
Don Asmonga,,,NBA,,7,,6.6,0.3,2.1,.133,,,,,,,,0.1,0.1,1.000,0.1,0.7,1.7,0.7
Dick Atha,,,NBA,,43,,10.4,1.2,3.1,.393,,,,,,,,0.7,0.9,.795,1.5,1.2,1.5,3.2,,,,,
Chucky Atkins,,,NBA,,696,325,24.9,3.6,8.7,.412,1.3,3.7,.364,2.2,5.0,.447,.489,1.4,1.8,.772,0.3,1.4,1.7,3.4,0.7,0.1,1.5,1.8,9.9
Al Attles,,,NBA,,711,,25.1,3.5,7.8,.451,,,,,,,,1.9,3.0,.632,3.5,3.5,3.4,8.9
Chet Aubuchon,,,BAA,,30,,,0.8,3.0,.253,,,,,,,,0.6,1.2,.543,,0.7,1.5,2.2
Stacey Augmon,,,NBA,,1001,472,21.6,3.0,6.5,.469,0.0,0.1,.152,3.0,6.4,.473,.470,1.9,2.6,.728,1.3,1.9,3.2,1.6,1.0,0.3,1.2,1.7,8.0
D.J. Augustin,,,NBA,,751,251,23.7,3.1,7.7,.408,1.3,3.3,.379,1.9,4.3,.431,.491,2.1,2.5,.863,0.3,1.5,1.8,3.9,0.6,0.0,1.5,1.5,9.6
James Augustine,,,NBA,,27,0,5.8,0.7,1.4,.514,0.0,0.0,,0.7,1.4,.514,.514,0.1,0.3,.500,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
Isaac Austin,,,NBA,,432,166,19.3,3.0,6.7,.446,0.0,0.1,.176,3.0,6.6,.451,.448,1.6,2.4,.670,1.4,3.3,4.7,1.2,0.5,0.5,1.6,2.2,7.6
Johnny Austin,,,TOT,,45,,16.7,2.5,6.7,.375,0.0,0.3,.000,2.5,6.4,.390,.375,2.5,3.5,.731,,,1.6,1.4,1.4,2.7,7.6,,
Ken Austin,,,NBA,,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
Anthony Avent,,,NBA,,352,156,19.1,2.3,5.7,.403,0.0,0.0,.000,2.3,5.7,.404,.403,0.9,1.4,.686,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6
Bird Averitt,,,TOT,,366,,22.3,4.8,11.8,.405,0.2,1.0,.249,4.6,11.1,.414,.412,2.4,3.3,.743,0.5,1.3,1.9,2.9,0.9,0.2,2.5,2.3,12.1
William Avery,,,NBA,,142,1,8.5,1.0,2.9,.330,0.3,1.1,.255,0.7,1.8,.376,.378,0.5,0.6,.714,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7
Dennis Awtrey,,,NBA,,733,3,19.3,1.9,4.1,.459,0.0,0.0,,1.9,4.1,.459,.459,1.0,1.6,.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8
Gustavo Ayon,,,NBA,,135,41,16.7,2.1,3.9,.536,0.0,0.0,.000,2.1,3.9,.537,.536,0.5,1.0,.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7
Jeff Ayres,,,NBA,,237,15,9.8,1.2,2.2,.553,0.0,0.0,.400,1.2,2.2,.554,.555,0.5,0.6,.776,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9
Deandre Ayton,,,NBA,,25,24,31.1,6.9,11.7,.590,0.0,0.1,.000,6.9,11.6,.595,.590,1.9,2.5,.774,2.4,7.6,10.1,2.5,0.6,0.8,1.9,2.8,15.8
Kelenna Azubuike,,,NBA,,208,84,24.2,3.9,8.4,.459,1.0,2.5,.409,2.8,5.9,.480,.519,1.8,2.3,.770,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5
Chris Babb,,,NBA,,14,0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
Luke Babbitt,,,NBA,,381,107,14.0,1.7,4.2,.408,1.0,2.6,.402,0.7,1.6,.417,.532,0.3,0.4,.747,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8
Milos Babic,,,NBA,,21,0,4.1,0.6,1.5,.375,0.0,0.0,,0.6,1.5,.375,.375,0.6,1.0,.650,0.4,0.6,1.0,0.5,0.1,0.0,0.5,0.3,1.8
Johnny Bach,,,BAA,,34,,,1.0,3.5,.286,,,,,,,,1.5,2.2,.680,,0.7,0.7,3.5
Dwayne Bacon,,,NBA,,68,6,13.3,1.5,3.8,.403,0.3,0.9,.328,1.2,2.9,.426,.442,0.4,0.5,.811,0.1,2.1,2.2,0.8,0.3,0.0,0.4,1.0,3.8
Henry Bacon,,,ABA,,47,,9.0,1.3,3.5,.366,0.0,0.2,.200,1.2,3.3,.377,.372,0.9,1.6,.603,0.9,0.9,1.7,0.8,,,1.4,1.5,3.5
Jim Baechtold,,,NBA,,321,,25.7,3.5,9.0,.388,,,,,,,,2.8,3.5,.783,3.1,2.1,2.5,9.7,,,,,
Dalibor Bagaric,,,NBA,,95,0,10.2,1.0,2.8,.361,0.0,0.0,.000,1.0,2.8,.363,.361,0.6,1.1,.559,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6
John Bagley,,,NBA,,665,401,25.7,3.5,8.1,.437,0.2,0.7,.241,3.4,7.4,.456,.448,1.5,1.9,.779,0.6,2.0,2.6,6.0,1.1,0.1,2.3,1.6,8.7
Marvin Bagley III,,,NBA,,21,0,24.1,5.0,9.7,.510,0.3,1.1,.304,4.6,8.6,.536,.527,2.7,4.2,.648,2.7,4.1,6.8,0.9,0.5,1.2,1.9,2.0,13.0
Carl Bailey,,,NBA,,1,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Gus Bailey,,,NBA,,147,,9.2,1.1,2.6,.406,0.1,0.1,1.000,1.1,2.6,.405,.408,0.5,1.0,.510,0.6,1.0,1.7,1.1,0.4,0.3,0.6,1.0,2.6
James Bailey,,,NBA,,595,105,19.5,3.4,7.1,.484,0.0,0.0,.077,3.4,7.1,.485,.484,1.9,2.8,.703,1.7,3.3,5.0,0.8,0.5,0.9,1.8,3.3,8.8
Thurl Bailey,,,NBA,,928,229,26.8,5.1,10.8,.473,0.0,0.0,.114,5.1,10.8,.474,.473,2.5,3.1,.812,1.4,3.7,5.1,1.4,0.5,1.2,1.6,2.0,12.8
Toby Bailey,,,NBA,,73,12,9.6,1.3,3.1,.407,0.0,0.2,.200,1.2,2.9,.422,.414,0.7,1.1,.692,0.7,1.0,1.7,0.6,0.3,0.1,0.5,1.1,3.3
Cameron Bairstow,,,NBA,,36,3,4.6,0.4,1.5,.296,0.0,0.1,.200,0.4,1.4,.306,.306,0.3,0.4,.846,0.3,0.7,1.0,0.2,0.1,0.1,0.2,0.8,1.2
Jimmie Baker,,,ABA,,5,,8.0,0.6,3.0,.200,0.0,0.0,,0.6,3.0,.200,.200,0.0,0.4,.000,0.8,2.0,2.8,0.8,0.0,0.6,1.2,2.2,1.2
LaMark Baker,,,NBA,,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maurice Baker,,,NBA,,5,0,3.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
Norm Baker,,,BAA,,4,,,0.0,0.3,.000,,,,,,,,0.0,0.0,,,0.0,0.0,0.0
Ron Baker,,,NBA,,91,14,14.7,1.1,3.2,.360,0.4,1.4,.268,0.8,1.8,.432,.419,0.6,0.8,.707,0.2,1.3,1.5,1.8,0.7,0.2,0.8,1.3,3.2
Vin Baker,,,NBA,,791,604,32.5,5.9,12.2,.485,0.0,0.2,.215,5.9,12.0,.490,.487,3.1,4.8,.638,2.9,4.6,7.4,1.9,0.7,1.0,2.2,3.2,15.0
Wade Baldwin,,,NBA,,49,1,10.9,1.1,3.1,.351,0.2,0.7,.250,0.9,2.5,.377,.377,0.8,1.0,.792,0.3,1.0,1.3,1.5,0.4,0.2,1.0,1.1,3.1
Renaldo Balkman,,,NBA,,221,12,13.9,1.7,3.3,.510,0.0,0.3,.172,1.6,3.0,.543,.518,0.7,1.2,.542,1.3,2.2,3.5,0.6,0.7,0.5,0.6,1.9,4.0
Cedric Ball,,,NBA,,7,0,3.7,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.3,0.3,1.000,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1
Lonzo Ball,,,NBA,,76,72,32.2,3.7,10.0,.369,1.6,5.1,.312,2.1,4.8,.431,.450,0.6,1.2,.473,1.2,5.2,6.4,6.4,1.6,0.6,2.4,2.3,9.5
Greg Ballard,,,NBA,,802,337,27.5,5.3,11.1,.472,0.1,0.4,.338,5.1,10.8,.476,.477,1.8,2.3,.787,1.8,4.3,6.1,2.2,1.1,0.3,1.3,2.3,12.4
Herschel Baltimore,,,BAA,,58,,,0.9,4.5,.202,,,,,,,,0.6,1.2,.464,,0.3,1.7,2.4
Mohamed Bamba,,,NBA,,25,0,16.9,2.8,5.5,.507,0.6,1.7,.372,2.2,3.8,.568,.565,0.5,0.8,.600,1.4,3.1,4.5,1.1,0.3,1.3,0.7,2.2,6.7
Gene Banks,,,NBA,,468,264,27.9,4.6,8.5,.539,0.0,0.1,.043,4.6,8.4,.545,.539,2.2,3.0,.730,2.2,3.7,5.8,2.9,0.9,0.2,1.8,2.8,11.3
Marcus Banks,,,NBA,,348,37,16.0,2.1,4.9,.432,0.4,1.1,.327,1.8,3.8,.462,.469,1.3,1.7,.768,0.3,1.2,1.5,2.1,0.8,0.2,1.3,1.9,5.9
Walker Banks,,,ABA,,16,,9.6,1.1,2.1,.500,0.0,0.0,,1.1,2.1,.500,.500,0.4,1.1,.412,1.2,1.9,3.1,0.5,1.0,2.1,2.6
Ken Bannister,,,NBA,,253,71,15.3,2.3,4.8,.488,0.0,0.0,.000,2.3,4.7,.489,.488,1.3,2.6,.492,1.1,2.4,3.5,0.4,0.4,0.3,1.4,2.6,5.9
Mike Bantom,,,NBA,,706,38,27.9,4.9,10.4,.468,0.0,0.1,.200,4.9,10.4,.469,.468,2.4,3.4,.692,2.3,4.1,6.4,2.3,0.9,0.7,2.4,3.5,12.1
John Barber,,,NBA,,5,,3.8,0.4,1.6,.250,,,,,,,,0.6,1.2,.500,1.2,0.0,0.8,1.4
Leandro Barbosa,,,NBA,,850,112,21.6,4.0,8.7,.459,1.2,3.0,.387,2.8,5.7,.498,.526,1.5,1.8,.821,0.4,1.6,2.0,2.1,0.8,0.1,1.2,1.9,10.6
Steve Bardo,,,NBA,,33,0,9.1,0.8,2.6,.329,0.0,0.3,.100,0.8,2.3,.360,.335,0.5,0.7,.696,0.4,1.4,1.8,1.3,0.4,0.1,0.7,1.4,2.2
J.J. Barea,,,NBA,,786,101,19.7,3.4,8.0,.425,1.0,2.8,.352,2.4,5.3,.463,.486,1.1,1.4,.794,0.3,1.8,2.1,3.9,0.4,0.0,1.5,1.4,8.9
Andrea Bargnani,,,NBA,,550,377,28.7,5.3,12.1,.439,1.1,3.2,.354,4.2,8.9,.470,.486,2.5,3.0,.824,1.0,3.7,4.6,1.2,0.4,0.9,1.5,2.4,14.3
Cliff Barker,,,NBA,,149,,11.2,1.3,4.3,.316,,,,,,,,1.0,1.6,.662,1.8,2.0,1.7,3.7
Tom Barker,,,NBA,,98,,18.7,2.6,6.0,.422,,,,,,,,1.4,2.1,.692,1.6,3.7,5.3,0.8,0.4,0.5,0.9,3.1,6.5
Charles Barkley,,,NBA,,1073,1012,36.7,7.9,14.5,.541,0.5,1.9,.266,7.4,12.7,.581,.558,5.9,8.1,.735,4.0,7.7,11.7,3.9,1.5,0.8,3.1,3.1,22.1
Erick Barkley,,,NBA,,27,4,9.9,1.2,3.3,.356,0.1,0.6,.267,1.0,2.8,.373,.378,0.3,0.4,.900,0.2,0.6,0.8,1.5,0.7,0.0,0.6,1.1,2.9
Don Barksdale,,,NBA,,262,,28.5,3.9,10.5,.370,,,,,,,,3.3,5.0,.660,8.0,2.1,3.6,11.0,,,,,
Harrison Barnes,,,NBA,,482,421,30.4,5.0,11.1,.449,1.1,3.0,.369,3.9,8.2,.478,.498,2.2,2.8,.789,1.0,3.9,4.9,1.5,0.7,0.2,1.2,1.7,13.3
Harry Barnes,,,NBA,,22,,5.7,0.8,2.9,.281,,,,,,,,0.3,0.6,.538,1.2,0.2,1.1,2.0
Jim Barnes,,,NBA,,454,,20.8,3.4,7.9,.429,,,,,,,,2.0,2.9,.684,6.5,0.8,3.3,8.8,,,,,
Marvin Barnes,,,TOT,,315,,29.5,6.7,13.8,.481,0.0,0.1,.214,6.6,13.8,.482,.481,2.7,3.9,.691,3.1,6.0,9.1,2.1,1.2,1.4,2.9,3.7,16.0
Matt Barnes,,,NBA,,929,359,23.6,3.0,6.9,.436,1.1,3.2,.335,1.9,3.7,.522,.513,1.1,1.5,.745,1.1,3.5,4.6,1.8,0.8,0.5,1.3,2.5,8.2
Dick Barnett,,,NBA,,971,,29.8,6.2,13.6,.456,,,,,,,,3.4,4.5,.761,0.2,0.6,2.9,2.8,0.2,0.0,2.6,15.8,
Jim Barnett,,,NBA,,732,,23.8,4.5,10.4,.435,,,,,,,,2.6,3.2,.797,0.8,1.3,3.1,3.0,0.6,0.1,2.1,11.7,
Nathaniel Barnett,,,ABA,,12,,6.1,1.0,2.2,.462,0.0,0.1,.000,1.0,2.1,.480,.462,0.3,0.7,.375,0.3,0.4,0.7,0.7,0.3,0.1,0.7,1.8,2.3
John Barnhill,,,TOT,,589,,23.6,3.4,8.5,.406,0.7,2.8,.236,3.3,7.7,.423,.416,1.6,2.4,.658,0.7,1.2,2.5,2.9,,1.5,1.8,8.6,
Norton Barnhill,,,NBA,,4,,2.5,0.5,1.5,.333,,,,,,,,0.0,0.0,,0.5,0.3,0.8,0.3,0.0,0.0,1.3,1.0
Leo Barnhorst,,,NBA,,344,,34.8,3.9,10.7,.368,,,,,,,,1.5,2.3,.665,5.4,3.2,3.0,9.4,,,,,
John Barr,,,BAA,,58,,,2.1,7.6,.283,,,,,,,,0.8,1.4,.595,,0.9,2.8,5.1
Mike Barr,,,TOT,,307,,20.7,2.5,5.1,.479,0.0,0.1,.333,2.4,5.0,.482,.482,0.9,1.3,.753,0.6,1.5,2.1,2.8,0.9,0.2,1.8,1.9,5.9
Moe Barr,,,NBA,,31,,4.7,0.8,2.0,.403,,,,,,,,0.4,0.4,.846,0.6,0.9,0.9,2.0
Andre Barrett,,,NBA,,67,1,12.2,1.3,3.6,.369,0.3,1.0,.246,1.1,2.6,.419,.405,0.4,0.5,.727,0.3,0.7,1.1,2.0,0.4,0.0,0.7,1.0,3.3
Ernie Barrett,,,NBA,,131,,16.0,2.0,5.5,.369,,,,,,,,0.8,1.1,.748,2.6,1.7,2.3,4.9
Mike Barrett,,,ABA,,187,,28.3,5.2,11.8,.440,0.5,1.6,.310,4.7,10.2,.460,.461,2.4,3.3,.746,1.5,1.7,3.2,3.9,,,2.8,2.5,13.4
Earl Barron,,,NBA,,140,31,14.2,1.8,4.9,.371,0.0,0.1,.167,1.8,4.8,.377,.373,0.9,1.3,.702,1.3,2.2,3.5,0.5,0.3,0.2,0.8,1.9,4.6
Dana Barros,,,NBA,,850,264,22.9,3.9,8.4,.460,1.3,3.1,.411,2.6,5.3,.488,.536,1.5,1.7,.858,0.3,1.6,1.9,3.3,0.9,0.1,1.4,1.3,10.5
Brent Barry,,,NBA,,912,449,25.9,3.2,6.9,.460,1.5,3.8,.405,1.6,3.1,.525,.570,1.4,1.7,.823,0.5,2.6,3.0,3.2,1.0,0.3,1.4,1.9,9.3
Drew Barry,,,NBA,,60,0,10.0,0.7,1.7,.417,0.4,1.1,.381,0.3,0.7,.475,.534,0.4,0.5,.774,0.1,1.0,1.1,1.9,0.3,0.0,0.9,1.3,2.2
Jon Barry,,,NBA,,821,36,16.9,1.9,4.5,.434,0.8,2.0,.392,1.1,2.4,.470,.524,1.1,1.2,.848,0.4,1.5,1.8,2.2,0.9,0.1,1.0,1.2,5.7
Rick Barry,,,TOT,,1020,,37.4,9.5,20.9,.456,0.6,2.0,.297,9.3,20.3,.460,.460,5.6,6.3,.893,1.3,4.6,6.7,4.9,2.0,0.5,3.0,3.0,24.8
Ed Bartels,,,NBA,,32,,,1.4,5.7,.251,,,,,,,,1.3,2.5,.538,4.9,1.0,2.6,4.2,,,,,
Vic Bartolome,,,NBA,,38,,4.3,0.4,1.6,.254,,,,,,,,0.1,0.1,.800,1.6,0.1,0.6,0.9
Will Barton,,,NBA,,397,67,22.8,3.9,8.9,.435,1.0,3.0,.342,2.8,5.9,.482,.492,1.8,2.2,.791,0.7,3.2,3.9,2.3,0.7,0.4,1.3,1.5,10.5
Eddie Basden,,,NBA,,19,0,7.4,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,.419,0.4,0.5,.800,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1
Jerry Baskerville,,,NBA,,21,,5.0,0.4,1.2,.308,,,,,,,,0.5,0.8,.625,0.6,0.7,1.3,0.1,0.3,0.2,1.5,1.2
Brandon Bass,,,NBA,,758,283,21.6,3.4,6.8,.499,0.0,0.1,.207,3.4,6.7,.502,.500,1.9,2.3,.832,1.5,3.0,4.5,0.8,0.4,0.6,0.9,1.8,8.7
Tim Bassett,,,TOT,,473,,23.7,2.6,6.1,.423,0.0,0.1,.286,2.6,6.1,.424,.424,1.0,1.8,.588,2.4,4.2,6.7,1.2,0.8,0.5,1.2,2.7,6.2
Maceo Baston,,,NBA,,105,4,7.9,1.0,1.6,.616,0.0,0.1,.375,1.0,1.6,.628,.625,0.7,0.9,.740,0.5,1.1,1.7,0.2,0.2,0.4,0.5,1.3,2.7
Mengke Bateer,,,NBA,,46,10,10.7,1.3,3.4,.391,0.1,0.3,.333,1.2,3.1,.397,.407,0.6,0.8,.744,0.8,1.6,2.5,0.6,0.2,0.1,0.9,2.6,3.4
Billy Ray Bates,,,NBA,,187,3,17.8,4.8,10.1,.474,0.2,0.6,.303,4.6,9.4,.485,.483,2.0,2.5,.796,0.8,0.9,1.7,1.9,0.8,0.1,1.5,1.4,11.7
Keita Bates-Diop,,,NBA,,2,0,9.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.5,2.0
Esteban Batista,,,NBA,,70,3,8.2,0.6,1.4,.438,0.0,0.0,.000,0.6,1.4,.442,.438,0.5,0.9,.617,1.0,1.5,2.5,0.2,0.3,0.2,0.6,1.8,1.7
Mike Batiste,,,NBA,,75,2,16.6,2.6,6.2,.422,0.2,1.1,.222,2.4,5.1,.464,.441,0.9,1.2,.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4
Tony Battie,,,NBA,,837,429,21.1,2.6,5.2,.488,0.0,0.1,.162,2.5,5.2,.494,.490,0.9,1.4,.690,1.6,3.5,5.1,0.6,0.5,0.9,0.8,2.6,6.1
Shane Battier,,,NBA,,977,705,30.7,3.1,7.0,.437,1.3,3.3,.384,1.8,3.6,.486,.529,1.2,1.6,.743,1.3,2.9,4.2,1.8,1.0,0.9,0.9,2.3,8.6
John Battle,,,NBA,,612,62,17.8,3.4,7.2,.464,0.1,0.4,.273,3.3,6.9,.474,.471,1.9,2.4,.793,0.3,1.1,1.3,2.1,0.4,0.1,1.1,1.4,8.7
Kenny Battle,,,NBA,,134,17,13.4,1.8,3.6,.504,0.0,0.2,.133,1.8,3.4,.529,.508,1.0,1.4,.725,1.0,1.4,2.4,0.8,0.7,0.2,0.7,1.6,4.7
Dave Batton,,,NBA,,58,5,10.2,1.6,3.5,.448,0.0,0.1,.000,1.6,3.4,.455,.448,0.1,0.3,.471,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.1,3.2
Lloyd Batts,,,ABA,,58,,22.7,4.3,11.7,.366,0.7,2.5,.286,3.6,9.2,.388,.397,1.0,1.6,.617,1.2,2.2,3.4,1.8,1.3,0.1,1.5,1.8,10.3
Nicolas Batum,,,NBA,,716,663,31.6,4.3,9.8,.435,1.6,4.5,.355,2.7,5.3,.503,.517,1.8,2.2,.839,1.1,4.2,5.3,3.8,1.0,0.6,1.9,1.8,12.0
Johnny Baum,,,TOT,,244,,13.9,2.6,5.4,.480,0.0,0.0,.000,2.6,5.4,.481,.480,1.0,1.3,.758,1.2,1.8,2.7,0.6,0.6,0.3,0.8,1.4,6.1
Frankie Baumholtz,,,BAA,,45,,,5.7,19.0,.298,,,,,,,,2.7,3.5,.776,,1.2,2.1,14.0
Lonny Baxter,,,NBA,,162,5,11.6,1.5,3.3,.466,0.0,0.0,.200,1.5,3.2,.469,.467,0.9,1.3,.657,1.1,1.8,2.9,0.2,0.2,0.4,0.7,2.0,3.9
Jerryd Bayless,,,NBA,,552,93,21.4,3.0,7.2,.414,0.9,2.3,.366,2.1,4.8,.438,.474,1.7,2.1,.824,0.3,1.8,2.1,2.8,0.6,0.1,1.4,2.1,8.5
Elgin Baylor,,,NBA,,846,,40.0,10.3,23.8,.431,,,,,,,,6.8,8.7,.780,13.5,4.3,3.1,27.4
Howard Bayne,,,ABA,,69,,17.1,1.9,5.2,.360,0.0,0.1,.143,1.9,5.1,.364,.361,1.1,2.1,.538,,,6.6,1.0,1.7,2.9,4.9
Aron Baynes,,,NBA,,397,96,15.0,2.2,4.3,.498,0.0,0.2,.238,2.1,4.2,.508,.502,1.0,1.3,.806,1.5,2.9,4.4,0.7,0.2,0.5,0.8,2.1,5.4
Sergei Bazarevich,,,NBA,,10,0,7.4,1.1,2.2,.500,0.1,0.6,.167,1.0,1.6,.625,.523,0.7,0.9,.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0
Kent Bazemore,,,NBA,,441,242,20.4,3.1,7.2,.424,1.0,2.8,.354,2.1,4.4,.470,.494,1.4,1.9,.723,0.3,2.6,3.0,1.9,1.0,0.5,1.4,1.8,8.5
Ed Beach,,,NBA,,12,,,0.7,3.2,.211,,,,,,,,0.5,0.8,.667,2.1,0.3,1.2,1.8,,,,,
Bradley Beal,,,NBA,,431,397,34.0,7.0,15.6,.447,2.1,5.5,.389,4.9,10.1,.479,.516,2.8,3.5,.793,0.8,3.0,3.8,3.4,1.1,0.4,2.0,2.2,18.9
Al Beard,,,ABA,,12,,9.8,1.0,1.9,.522,0.0,0.0,,1.0,1.9,.522,.522,0.5,0.9,.545,,,3.8,0.0,1.0,2.4,2.5
Butch Beard,,,NBA,,605,,23.6,3.6,7.4,.487,,,,,,,,2.1,2.7,.771,1.2,2.5,3.4,3.6,1.3,0.1,1.9,2.6,9.3
Ralph Beard,,,NBA,,126,,,5.9,16.2,.366,,,,,,,,4.0,5.2,.770,3.8,4.4,1.8,15.9
Charles Beasley,,,ABA,,281,,26.1,3.4,7.4,.456,0.1,0.4,.238,3.2,6.9,.470,.463,2.6,3.0,.864,0.3,1.7,2.5,3.1,1.9,2.3,9.4,,
Jerome Beasley,,,NBA,,2,0,2.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
John Beasley,,,ABA,,506,,27.6,5.5,11.2,.491,0.2,0.5,.316,5.3,10.7,.500,.499,2.5,3.0,.831,2.7,5.7,8.4,1.2,0.2,0.2,1.2,2.6,13.7
Malik Beasley,,,NBA,,108,1,11.1,1.6,3.7,.444,0.6,1.7,.368,1.0,2.0,.509,.529,0.3,0.5,.714,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.7,4.3
Michael Beasley,,,NBA,,592,236,23.1,5.1,11.0,.465,0.5,1.4,.352,4.6,9.6,.481,.487,1.8,2.4,.761,1.1,3.6,4.8,1.3,0.6,0.5,1.7,2.1,12.5
Zelmo Beaty,,,TOT,,889,,33.4,6.4,13.0,.494,0.0,0.0,.154,6.4,13.0,.495,.494,4.2,5.5,.771,3.3,7.1,10.9,1.5,0.7,0.8,2.3,3.6,17.1
Rodrigue Beaubois,,,NBA,,182,54,15.9,2.8,6.3,.439,0.7,2.2,.325,2.0,4.1,.500,.496,0.8,1.0,.810,0.3,1.6,1.9,2.1,0.7,0.3,1.1,1.7,7.1
Byron Beck,,,TOT,,747,,25.7,4.9,9.8,.505,0.0,0.1,.295,4.9,9.7,.506,.505,1.6,2.0,.811,2.4,4.5,7.0,1.3,0.6,0.1,1.3,3.0,11.5
Corey Beck,,,NBA,,88,14,10.8,1.1,2.3,.451,0.0,0.1,.600,1.0,2.3,.448,.459,0.6,0.9,.684,0.4,1.0,1.4,1.4,0.5,0.1,1.0,1.5,2.7
Ernie Beck,,,NBA,,371,,19.0,2.5,6.5,.383,,,,,,,,1.3,1.7,.762,3.2,1.8,1.8,6.3,,,,,
Arthur Becker,,,ABA,,414,,25.5,5.1,10.6,.480,0.0,0.1,.321,5.1,10.6,.481,.481,2.2,2.7,.835,2.1,4.2,6.3,1.0,,,1.4,3.4,12.5
Moe Becker,,,BAA,,43,,,1.6,8.3,.196,,,,,,,,0.5,1.0,.500,,0.7,2.3,3.8,,,,,
Bob Bedell,,,ABA,,269,,16.6,3.3,7.7,.423,0.0,0.2,.190,3.2,7.5,.430,.426,1.8,2.4,.774,1.7,2.8,5.2,1.2,1.4,2.2,8.4,,
